Artist,Mood_emoji,Instrument,Era,Real_Artist,Genre,Energy,Main_Instrument
taro vale,happy,bass,2010s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
luma skye,happy,trumpet,90s,Yami Safdie,Pop,0.55,Vocals
kael vorn,happy,guitar,70s,Jovanotti,Pop / World Music,0.77,Vocals
zaya ice,sad,drums,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
riven skoll,happy,synth,90s,Sidonie,Indie Rock,0.74,Guitar
elara venn,sad,bass,2010s,Judeline,Pop,0.61,Vocals
nox arden,happy,synth,90s,Sen Senra,Indie Pop,0.64,Vocals
elara venn,angry,bass,70s,Judeline,Pop,0.61,Vocals
arlo kain,happy,synth,futuristic,David Byrne,Art Rock,0.65,Vocals / Guitar
mina rose,happy,bass,medieval,Mushkaa,Urban Pop,0.68,Vocals
kiro blaze,sad,piano,2000s,Lildami,Urban Hip Hop,0.74,Vocals
rex volta,sad,drums,2010s,Meute,Techno Brass,0.86,Brass
dax nova,sad,drums,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
kai rio,happy,piano,2010s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
vira nova,angry,synth,medieval,Halsey,Alternative Pop,0.7,Vocals
kiro blaze,chill,bass,70s,Lildami,Urban Hip Hop,0.74,Vocals
crimson echo,happy,guitar,2010s,Garbage,Alternative Rock,0.75,Vocals
luma skye,sad,bass,70s,Yami Safdie,Pop,0.55,Vocals
nova tide,chill,synth,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
orin flux,sad,trumpet,90s,Dorian,Indie Electronic,0.73,Synth
zaya ice,happy,drums,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
orin flux,happy,guitar,90s,Dorian,Indie Electronic,0.73,Synth
noir signal,chill,piano,futuristic,Faithless,Electronic / Dance,0.88,Synth / DJ
vira nova,chill,guitar,2010s,Halsey,Alternative Pop,0.7,Vocals
arlo kain,chill,drums,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
pyro kine,chill,drums,2010s,Son Rompe Pera,Marimba Punk,0.83,Marimba
taro vale,chill,dj,classical,Ezra Collective,Jazz / Afrobeat,0.74,Drums
stone vale,angry,trumpet,2000s,Els Pets,Rock,0.69,Guitar
nyra kade,chill,drums,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
sora lyne,happy,guitar,classical,Sigrid,Pop,0.72,Vocals
riven skoll,happy,bass,classical,Sidonie,Indie Rock,0.74,Guitar
orin flux,happy,guitar,medieval,Dorian,Indie Electronic,0.73,Synth
riven skoll,happy,violin,medieval,Sidonie,Indie Rock,0.74,Guitar
kai rio,happy,dj,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
nox arden,sad,bass,70s,Sen Senra,Indie Pop,0.64,Vocals
elara venn,angry,trumpet,2000s,Judeline,Pop,0.61,Vocals
cale rowan,angry,piano,medieval,La Ludwig Band,Folk Rock,0.67,Guitar
nox arden,chill,synth,90s,Sen Senra,Indie Pop,0.64,Vocals
zelka tano,angry,bass,futuristic,Bomba Estéreo,Electro Cumbia,0.85,Vocals
zaya ice,angry,drums,2000s,Flashy Ice Cream,Urban Trap,0.8,Vocals
zaya ice,chill,drums,futuristic,Flashy Ice Cream,Urban Trap,0.8,Vocals
axel noir,happy,bass,2000s,Ultraligera,Indie Rock,0.68,Guitar
sora lyne,sad,piano,2000s,Sigrid,Pop,0.72,Vocals
arlo kain,happy,dj,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
sol vireo,sad,piano,2000s,Sexenni,Pop Rock,0.72,Guitar
cora miel,sad,trumpet,70s,Sadie Jean,Pop,0.52,Vocals
stone vale,chill,trumpet,futuristic,Els Pets,Rock,0.69,Guitar
luna vex,chill,guitar,medieval,Mama Dousha,Electronic Pop,0.7,Synth
dax nova,sad,bass,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
elias storm,angry,synth,90s,Suede,Britpop,0.72,Vocals / Guitar
stone vale,sad,bass,2010s,Els Pets,Rock,0.69,Guitar
arlo kain,happy,dj,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
eira flux,angry,violin,classical,Zahara,Indie Pop,0.58,Vocals
taro vale,happy,piano,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
mina rose,chill,violin,70s,Mushkaa,Urban Pop,0.68,Vocals
elias storm,happy,synth,futuristic,Suede,Britpop,0.72,Vocals / Guitar
lena pulse,happy,trumpet,90s,Delaporte,Electronic Pop,0.78,Synth
liora vale,angry,guitar,90s,Rigoberta Bandini,Indie Pop,0.68,Vocals
sol vireo,chill,synth,medieval,Sexenni,Pop Rock,0.72,Guitar
elara venn,happy,dj,2000s,Judeline,Pop,0.61,Vocals
dante cross,chill,synth,2000s,Mishima,Indie Rock,0.63,Vocals
nox arden,sad,guitar,2000s,Sen Senra,Indie Pop,0.64,Vocals
noir signal,happy,trumpet,futuristic,Faithless,Electronic / Dance,0.88,Synth / DJ
cale rowan,happy,violin,90s,La Ludwig Band,Folk Rock,0.67,Guitar
riven skoll,happy,violin,classical,Sidonie,Indie Rock,0.74,Guitar
nero pulse,chill,violin,classical,31 FAM,Urban Trap,0.82,Vocals
axel noir,chill,bass,70s,Ultraligera,Indie Rock,0.68,Guitar
pyro kine,chill,violin,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
dust canyon,happy,synth,medieval,The Black Crowes,Blues Rock,0.78,Guitar
eden bloom,sad,violin,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
liora vale,chill,dj,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
cale rowan,happy,drums,2000s,La Ludwig Band,Folk Rock,0.67,Guitar
arlo kain,sad,trumpet,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
dust canyon,happy,trumpet,70s,The Black Crowes,Blues Rock,0.78,Guitar
nyx aura,chill,dj,80s,Ven'nus,Alternative Pop,0.66,Vocals
aqua lume,sad,trumpet,2010s,Polo & Pan,Electronic,0.62,Synth
lena pulse,happy,violin,classical,Delaporte,Electronic Pop,0.78,Synth
nox arden,chill,synth,medieval,Sen Senra,Indie Pop,0.64,Vocals
mira cloud,angry,violin,90s,The Cardigans,Alternative Pop,0.65,Vocals
zaya ice,sad,dj,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
kai rio,angry,piano,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
juno vex,happy,trumpet,90s,Alizzz,Electronic Pop,0.71,Synth
lily drift,happy,drums,90s,Chiquita Movida,Indie Pop,0.6,Vocals
viko ray,sad,trumpet,90s,Ginebras,Indie Pop,0.75,Guitar
sol vireo,sad,dj,futuristic,Sexenni,Pop Rock,0.72,Guitar
riven skoll,chill,piano,2010s,Sidonie,Indie Rock,0.74,Guitar
viko ray,happy,piano,80s,Ginebras,Indie Pop,0.75,Guitar
kiro blaze,chill,trumpet,80s,Lildami,Urban Hip Hop,0.74,Vocals
dust canyon,chill,guitar,70s,The Black Crowes,Blues Rock,0.78,Guitar
riven skoll,chill,synth,futuristic,Sidonie,Indie Rock,0.74,Guitar
cora miel,sad,bass,2000s,Sadie Jean,Pop,0.52,Vocals
sora lyne,sad,piano,70s,Sigrid,Pop,0.72,Vocals
orion keys,happy,guitar,futuristic,Jon Batiste,Jazz / Soul,0.6,Piano
dax nova,angry,guitar,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
noir signal,angry,guitar,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
zaya ice,sad,violin,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
vex orion,happy,trumpet,classical,Chico Blanco,Electronic,0.79,DJ
eden bloom,angry,trumpet,2000s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
lily drift,chill,bass,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
juno vex,sad,dj,futuristic,Alizzz,Electronic Pop,0.71,Synth
mira cloud,happy,guitar,futuristic,The Cardigans,Alternative Pop,0.65,Vocals
lumen riot,happy,violin,classical,Pixies,Alternative Rock,0.82,Guitar
liora vale,chill,guitar,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
luma skye,sad,violin,90s,Yami Safdie,Pop,0.55,Vocals
kai rio,angry,guitar,70s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
dax nova,angry,guitar,80s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
eira flux,chill,piano,80s,Zahara,Indie Pop,0.58,Vocals
dante cross,sad,guitar,classical,Mishima,Indie Rock,0.63,Vocals
orin flux,sad,guitar,70s,Dorian,Indie Electronic,0.73,Synth
nox arden,chill,violin,2000s,Sen Senra,Indie Pop,0.64,Vocals
kai rio,chill,drums,70s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
stone vale,happy,trumpet,70s,Els Pets,Rock,0.69,Guitar
mira solis,chill,synth,medieval,Reneé Rapp,Pop,0.66,Vocals
lumen riot,happy,violin,2000s,Pixies,Alternative Rock,0.82,Guitar
kael vorn,sad,bass,90s,Jovanotti,Pop / World Music,0.77,Vocals
luma skye,sad,drums,80s,Yami Safdie,Pop,0.55,Vocals
riven skoll,angry,synth,90s,Sidonie,Indie Rock,0.74,Guitar
elias storm,chill,dj,classical,Suede,Britpop,0.72,Vocals / Guitar
lumen riot,happy,trumpet,2010s,Pixies,Alternative Rock,0.82,Guitar
suri lane,chill,synth,medieval,Stay Homas,Indie Pop,0.62,Guitar / Vocals
zelka tano,chill,drums,80s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
viko ray,happy,violin,70s,Ginebras,Indie Pop,0.75,Guitar
cora miel,sad,bass,70s,Sadie Jean,Pop,0.52,Vocals
pyro kine,sad,piano,classical,Son Rompe Pera,Marimba Punk,0.83,Marimba
mira cloud,chill,bass,70s,The Cardigans,Alternative Pop,0.65,Vocals
elias storm,happy,synth,medieval,Suede,Britpop,0.72,Vocals / Guitar
juno vex,happy,dj,medieval,Alizzz,Electronic Pop,0.71,Synth
ryo kaze,sad,bass,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
dust canyon,happy,piano,2010s,The Black Crowes,Blues Rock,0.78,Guitar
echo vant,angry,synth,medieval,Parquesvr,Post-Punk,0.76,Guitar
elias storm,sad,synth,80s,Suede,Britpop,0.72,Vocals / Guitar
lumen riot,happy,dj,80s,Pixies,Alternative Rock,0.82,Guitar
dante cross,sad,drums,70s,Mishima,Indie Rock,0.63,Vocals
axel noir,happy,drums,90s,Ultraligera,Indie Rock,0.68,Guitar
nox arden,chill,guitar,80s,Sen Senra,Indie Pop,0.64,Vocals
mira solis,happy,piano,80s,Reneé Rapp,Pop,0.66,Vocals
eira flux,chill,violin,70s,Zahara,Indie Pop,0.58,Vocals
nova tide,happy,guitar,2000s,Midnight Generation,Funk / Disco,0.81,Synth
arlo kain,happy,trumpet,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
dante cross,happy,synth,futuristic,Mishima,Indie Rock,0.63,Vocals
cale rowan,chill,piano,70s,La Ludwig Band,Folk Rock,0.67,Guitar
nox arden,happy,trumpet,2010s,Sen Senra,Indie Pop,0.64,Vocals
orin flux,chill,violin,medieval,Dorian,Indie Electronic,0.73,Synth
crimson echo,happy,violin,80s,Garbage,Alternative Rock,0.75,Vocals
lena pulse,happy,guitar,70s,Delaporte,Electronic Pop,0.78,Synth
sol vireo,sad,violin,70s,Sexenni,Pop Rock,0.72,Guitar
arlo kain,chill,synth,futuristic,David Byrne,Art Rock,0.65,Vocals / Guitar
cale rowan,angry,bass,90s,La Ludwig Band,Folk Rock,0.67,Guitar
cale rowan,sad,violin,90s,La Ludwig Band,Folk Rock,0.67,Guitar
echo vant,happy,trumpet,70s,Parquesvr,Post-Punk,0.76,Guitar
stone vale,chill,bass,classical,Els Pets,Rock,0.69,Guitar
arlo kain,angry,guitar,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
kai rio,chill,dj,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
luma skye,happy,piano,2000s,Yami Safdie,Pop,0.55,Vocals
cale rowan,happy,drums,80s,La Ludwig Band,Folk Rock,0.67,Guitar
taro vale,sad,bass,futuristic,Ezra Collective,Jazz / Afrobeat,0.74,Drums
mono chrome,happy,bass,2000s,The Hives,Garage Rock,0.9,Guitar
dante cross,sad,trumpet,2000s,Mishima,Indie Rock,0.63,Vocals
kai rio,chill,piano,medieval,The Tyets,Urban Pop Reggaeton,0.81,Vocals
arlo kain,chill,violin,medieval,David Byrne,Art Rock,0.65,Vocals / Guitar
ryo kaze,happy,drums,70s,Figa Flawas,Urban Pop Rap,0.79,Vocals
elara venn,happy,piano,2000s,Judeline,Pop,0.61,Vocals
nyx aura,happy,bass,2000s,Ven'nus,Alternative Pop,0.66,Vocals
stone vale,happy,piano,90s,Els Pets,Rock,0.69,Guitar
juno vex,happy,violin,70s,Alizzz,Electronic Pop,0.71,Synth
bright hollow,happy,guitar,70s,Two Door Cinema Club,Indie Rock,0.8,Guitar
dust canyon,happy,violin,70s,The Black Crowes,Blues Rock,0.78,Guitar
mina rose,happy,guitar,2000s,Mushkaa,Urban Pop,0.68,Vocals
dax nova,angry,violin,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
aqua lume,happy,drums,90s,Polo & Pan,Electronic,0.62,Synth
orion keys,happy,piano,2000s,Jon Batiste,Jazz / Soul,0.6,Piano
ryo kaze,sad,piano,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
sora lyne,happy,dj,2010s,Sigrid,Pop,0.72,Vocals
juno vex,happy,trumpet,classical,Alizzz,Electronic Pop,0.71,Synth
mira solis,happy,synth,80s,Reneé Rapp,Pop,0.66,Vocals
taro vale,sad,guitar,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
sora lyne,happy,piano,futuristic,Sigrid,Pop,0.72,Vocals
zaya ice,happy,synth,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
orion keys,happy,violin,80s,Jon Batiste,Jazz / Soul,0.6,Piano
dante cross,happy,trumpet,70s,Mishima,Indie Rock,0.63,Vocals
viko ray,happy,violin,2010s,Ginebras,Indie Pop,0.75,Guitar
riven skoll,angry,violin,2010s,Sidonie,Indie Rock,0.74,Guitar
kiro blaze,chill,guitar,2010s,Lildami,Urban Hip Hop,0.74,Vocals
taro vale,happy,piano,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
elias storm,happy,violin,2000s,Suede,Britpop,0.72,Vocals / Guitar
mono chrome,angry,trumpet,2010s,The Hives,Garage Rock,0.9,Guitar
stone vale,happy,dj,80s,Els Pets,Rock,0.69,Guitar
lena pulse,happy,trumpet,futuristic,Delaporte,Electronic Pop,0.78,Synth
dust canyon,happy,violin,medieval,The Black Crowes,Blues Rock,0.78,Guitar
crimson echo,sad,trumpet,futuristic,Garbage,Alternative Rock,0.75,Vocals
taro vale,sad,bass,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
vira nova,happy,drums,2000s,Halsey,Alternative Pop,0.7,Vocals
dax nova,angry,bass,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
elias storm,chill,guitar,classical,Suede,Britpop,0.72,Vocals / Guitar
nova tide,angry,drums,80s,Midnight Generation,Funk / Disco,0.81,Synth
luna vex,happy,guitar,classical,Mama Dousha,Electronic Pop,0.7,Synth
luna vex,angry,dj,2010s,Mama Dousha,Electronic Pop,0.7,Synth
elias storm,happy,violin,2000s,Suede,Britpop,0.72,Vocals / Guitar
bright hollow,sad,drums,medieval,Two Door Cinema Club,Indie Rock,0.8,Guitar
mono chrome,chill,synth,2010s,The Hives,Garage Rock,0.9,Guitar
sora lyne,sad,trumpet,medieval,Sigrid,Pop,0.72,Vocals
orin flux,chill,dj,70s,Dorian,Indie Electronic,0.73,Synth
lena pulse,chill,piano,2000s,Delaporte,Electronic Pop,0.78,Synth
dust canyon,chill,trumpet,90s,The Black Crowes,Blues Rock,0.78,Guitar
nova tide,happy,bass,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
vira nova,happy,piano,classical,Halsey,Alternative Pop,0.7,Vocals
echo vant,sad,drums,90s,Parquesvr,Post-Punk,0.76,Guitar
crimson echo,happy,piano,medieval,Garbage,Alternative Rock,0.75,Vocals
nova tide,angry,piano,70s,Midnight Generation,Funk / Disco,0.81,Synth
kai rio,happy,violin,futuristic,The Tyets,Urban Pop Reggaeton,0.81,Vocals
orin flux,sad,trumpet,70s,Dorian,Indie Electronic,0.73,Synth
lily drift,happy,bass,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
rex volta,chill,piano,70s,Meute,Techno Brass,0.86,Brass
lena pulse,sad,violin,medieval,Delaporte,Electronic Pop,0.78,Synth
mina rose,sad,violin,medieval,Mushkaa,Urban Pop,0.68,Vocals
eira flux,chill,violin,futuristic,Zahara,Indie Pop,0.58,Vocals
kai rio,chill,piano,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
nox arden,chill,dj,2000s,Sen Senra,Indie Pop,0.64,Vocals
mira solis,sad,guitar,2000s,Reneé Rapp,Pop,0.66,Vocals
dax nova,happy,bass,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nero pulse,angry,violin,90s,31 FAM,Urban Trap,0.82,Vocals
dax nova,sad,violin,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
sol vireo,sad,drums,classical,Sexenni,Pop Rock,0.72,Guitar
dante cross,sad,piano,2010s,Mishima,Indie Rock,0.63,Vocals
sora lyne,angry,violin,90s,Sigrid,Pop,0.72,Vocals
lena pulse,angry,dj,medieval,Delaporte,Electronic Pop,0.78,Synth
stone vale,chill,guitar,70s,Els Pets,Rock,0.69,Guitar
aqua lume,angry,piano,90s,Polo & Pan,Electronic,0.62,Synth
lumen riot,chill,bass,2010s,Pixies,Alternative Rock,0.82,Guitar
zaya ice,happy,piano,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
echo vant,chill,violin,80s,Parquesvr,Post-Punk,0.76,Guitar
lena pulse,happy,dj,classical,Delaporte,Electronic Pop,0.78,Synth
echo vant,happy,bass,futuristic,Parquesvr,Post-Punk,0.76,Guitar
nyra kade,chill,drums,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
lumen riot,angry,violin,2000s,Pixies,Alternative Rock,0.82,Guitar
pyro kine,sad,dj,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
eden bloom,happy,violin,70s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
pyro kine,angry,guitar,70s,Son Rompe Pera,Marimba Punk,0.83,Marimba
cora miel,chill,synth,futuristic,Sadie Jean,Pop,0.52,Vocals
taro vale,sad,drums,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
pyro kine,chill,violin,futuristic,Son Rompe Pera,Marimba Punk,0.83,Marimba
dax nova,chill,synth,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nova tide,chill,bass,2000s,Midnight Generation,Funk / Disco,0.81,Synth
luma skye,happy,dj,2000s,Yami Safdie,Pop,0.55,Vocals
dante cross,chill,violin,2000s,Mishima,Indie Rock,0.63,Vocals
crimson echo,happy,trumpet,futuristic,Garbage,Alternative Rock,0.75,Vocals
nyx aura,chill,trumpet,2010s,Ven'nus,Alternative Pop,0.66,Vocals
elias storm,angry,drums,80s,Suede,Britpop,0.72,Vocals / Guitar
mira cloud,happy,drums,80s,The Cardigans,Alternative Pop,0.65,Vocals
crimson echo,happy,piano,futuristic,Garbage,Alternative Rock,0.75,Vocals
noir signal,angry,trumpet,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
juno vex,chill,drums,2000s,Alizzz,Electronic Pop,0.71,Synth
nyx aura,angry,bass,futuristic,Ven'nus,Alternative Pop,0.66,Vocals
vira nova,chill,synth,classical,Halsey,Alternative Pop,0.7,Vocals
sol vireo,happy,dj,70s,Sexenni,Pop Rock,0.72,Guitar
nova tide,sad,piano,medieval,Midnight Generation,Funk / Disco,0.81,Synth
eira flux,chill,dj,2010s,Zahara,Indie Pop,0.58,Vocals
eden bloom,happy,synth,2010s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
cora miel,happy,piano,2010s,Sadie Jean,Pop,0.52,Vocals
vira nova,happy,synth,medieval,Halsey,Alternative Pop,0.7,Vocals
eira flux,angry,synth,medieval,Zahara,Indie Pop,0.58,Vocals
sol vireo,happy,trumpet,medieval,Sexenni,Pop Rock,0.72,Guitar
nyx aura,happy,violin,90s,Ven'nus,Alternative Pop,0.66,Vocals
eira flux,chill,bass,futuristic,Zahara,Indie Pop,0.58,Vocals
zelka tano,sad,synth,medieval,Bomba Estéreo,Electro Cumbia,0.85,Vocals
riven skoll,happy,drums,medieval,Sidonie,Indie Rock,0.74,Guitar
cale rowan,sad,piano,2010s,La Ludwig Band,Folk Rock,0.67,Guitar
nyx aura,chill,trumpet,classical,Ven'nus,Alternative Pop,0.66,Vocals
lumen riot,happy,piano,2010s,Pixies,Alternative Rock,0.82,Guitar
pyro kine,sad,violin,70s,Son Rompe Pera,Marimba Punk,0.83,Marimba
nyx aura,happy,dj,medieval,Ven'nus,Alternative Pop,0.66,Vocals
bright hollow,happy,trumpet,medieval,Two Door Cinema Club,Indie Rock,0.8,Guitar
mono chrome,chill,dj,2000s,The Hives,Garage Rock,0.9,Guitar
suri lane,chill,trumpet,80s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
pyro kine,chill,trumpet,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
viko ray,happy,drums,classical,Ginebras,Indie Pop,0.75,Guitar
dante cross,sad,guitar,2010s,Mishima,Indie Rock,0.63,Vocals
orin flux,sad,drums,2000s,Dorian,Indie Electronic,0.73,Synth
lily drift,happy,bass,70s,Chiquita Movida,Indie Pop,0.6,Vocals
juno vex,angry,piano,classical,Alizzz,Electronic Pop,0.71,Synth
stone vale,happy,bass,2010s,Els Pets,Rock,0.69,Guitar
zelka tano,happy,dj,2000s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
mina rose,chill,trumpet,classical,Mushkaa,Urban Pop,0.68,Vocals
arlo kain,happy,trumpet,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
vira nova,happy,drums,90s,Halsey,Alternative Pop,0.7,Vocals
vira nova,chill,synth,70s,Halsey,Alternative Pop,0.7,Vocals
lena pulse,chill,trumpet,classical,Delaporte,Electronic Pop,0.78,Synth
nero pulse,happy,trumpet,medieval,31 FAM,Urban Trap,0.82,Vocals
juno vex,happy,dj,90s,Alizzz,Electronic Pop,0.71,Synth
mira solis,angry,guitar,classical,Reneé Rapp,Pop,0.66,Vocals
cale rowan,happy,violin,70s,La Ludwig Band,Folk Rock,0.67,Guitar
echo vant,angry,piano,80s,Parquesvr,Post-Punk,0.76,Guitar
noir signal,angry,drums,90s,Faithless,Electronic / Dance,0.88,Synth / DJ
elara venn,angry,drums,80s,Judeline,Pop,0.61,Vocals
nova tide,happy,violin,80s,Midnight Generation,Funk / Disco,0.81,Synth
dust canyon,sad,guitar,2000s,The Black Crowes,Blues Rock,0.78,Guitar
dust canyon,angry,violin,90s,The Black Crowes,Blues Rock,0.78,Guitar
kiro blaze,happy,dj,medieval,Lildami,Urban Hip Hop,0.74,Vocals
vex orion,happy,piano,90s,Chico Blanco,Electronic,0.79,DJ
kael vorn,happy,synth,medieval,Jovanotti,Pop / World Music,0.77,Vocals
bright hollow,chill,dj,70s,Two Door Cinema Club,Indie Rock,0.8,Guitar
sora lyne,happy,trumpet,classical,Sigrid,Pop,0.72,Vocals
vira nova,happy,dj,medieval,Halsey,Alternative Pop,0.7,Vocals
pyro kine,angry,guitar,futuristic,Son Rompe Pera,Marimba Punk,0.83,Marimba
ryo kaze,sad,drums,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
noir signal,happy,guitar,90s,Faithless,Electronic / Dance,0.88,Synth / DJ
lumen riot,happy,piano,classical,Pixies,Alternative Rock,0.82,Guitar
sora lyne,angry,violin,futuristic,Sigrid,Pop,0.72,Vocals
zaya ice,chill,synth,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
stone vale,sad,guitar,90s,Els Pets,Rock,0.69,Guitar
eden bloom,sad,piano,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
dante cross,happy,piano,2000s,Mishima,Indie Rock,0.63,Vocals
nero pulse,angry,trumpet,2010s,31 FAM,Urban Trap,0.82,Vocals
eden bloom,happy,bass,medieval,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
viko ray,angry,violin,classical,Ginebras,Indie Pop,0.75,Guitar
riven skoll,sad,violin,classical,Sidonie,Indie Rock,0.74,Guitar
juno vex,chill,violin,70s,Alizzz,Electronic Pop,0.71,Synth
ryo kaze,angry,drums,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
liora vale,sad,drums,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
nyra kade,angry,violin,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
cora miel,happy,bass,2010s,Sadie Jean,Pop,0.52,Vocals
ryo kaze,happy,drums,90s,Figa Flawas,Urban Pop Rap,0.79,Vocals
pyro kine,chill,trumpet,2010s,Son Rompe Pera,Marimba Punk,0.83,Marimba
taro vale,happy,trumpet,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nyra kade,chill,synth,classical,Sampa the Great,Hip Hop / Soul,0.73,Vocals
zaya ice,angry,violin,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
arlo kain,happy,synth,90s,David Byrne,Art Rock,0.65,Vocals / Guitar
rex volta,sad,piano,80s,Meute,Techno Brass,0.86,Brass
dust canyon,sad,trumpet,2000s,The Black Crowes,Blues Rock,0.78,Guitar
mira solis,sad,violin,2000s,Reneé Rapp,Pop,0.66,Vocals
ryo kaze,happy,trumpet,medieval,Figa Flawas,Urban Pop Rap,0.79,Vocals
pyro kine,sad,piano,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
eira flux,happy,violin,futuristic,Zahara,Indie Pop,0.58,Vocals
vex orion,sad,bass,2000s,Chico Blanco,Electronic,0.79,DJ
cora miel,chill,piano,futuristic,Sadie Jean,Pop,0.52,Vocals
ryo kaze,sad,piano,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
mono chrome,happy,guitar,2010s,The Hives,Garage Rock,0.9,Guitar
luna vex,happy,guitar,futuristic,Mama Dousha,Electronic Pop,0.7,Synth
nyx aura,sad,trumpet,medieval,Ven'nus,Alternative Pop,0.66,Vocals
zaya ice,chill,piano,classical,Flashy Ice Cream,Urban Trap,0.8,Vocals
suri lane,happy,drums,80s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
nyra kade,angry,violin,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
lena pulse,chill,synth,80s,Delaporte,Electronic Pop,0.78,Synth
noir signal,chill,drums,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
nox arden,chill,dj,medieval,Sen Senra,Indie Pop,0.64,Vocals
